label,clean_text
ham,SAID LOOK PRETTY WIF LONG HAIR WAT THK CUTTING QUITE SHORT 4 LEH
ham,RANJITH CAL DRPD DEERAJ DEEPAK 5MIN HOLD
ham,CHEERS CALLIN BABE SOZI CULDNT TALKBUT WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
ham,HEY U STILL GYM
ham,SAID U MIND GO BEDROOM MINUTE OK SED SEXY MOOD CAME 5 MINUTS LATR WID CAKE N WIFE
ham,MUCH BETTER THANKS LOL
ham,NOTHING SMSING U N XY LOR SORRY LOR DA GUYS NEVA C U PERSON SORT KNOW U LOR U WAN 2 MEET XY ASK 2 BRING U ALONG 4 NEXT MEETING
ham,LEMME KNOW SWING PICK FREE BASICALLY TIME 1 SEMESTER
ham,WA U EFFICIENT GEE THANX
spam,3 RECEIVED MOBILE CONTENT ENJOY
ham,ABLE SLEEP
spam,WANT EXPLICIT SEX 30 SECS RING 02073162414 COSTS 20P MIN
ham,MEET SOON PRINCESS TTYL
ham,PICK 5 15PM GO TAUNTON STILL WANT COME
ham,OH 4 OUTSIDE PLAYERS ALLOWED PLAY KNOW
ham,ANYTHING LOR
ham,ERUTUPALAM THANDIYACHU
ham,CANT U TRY NEW INVENTION FLY JOKING
ham,FUL SONG LYRICS
ham,U RECKON NEED 2 ARRANGE TRANSPORT U THANKS
ham,TRUE LOV N CARE WIL NEVR GO UNRECOGNIZED THOUGH SOMONE OFTEN MAKES MISTAKES VALUING DEFINITLY UNDRSTND START MISSING
ham,SHOPPING EH GER TOKING ABT SYD LEH HAHA
ham,STANDING
ham,GOOD WEEKEND
ham,MISS CALL MISS CALL KHELATE KINTU OPPONENTER MISS CALL DHORTE LAGE THATS RULE ONE GREAT PHONE RECEIVING QUALITY WINS
ham,CALL GET CHANCE PLZ LT 3
ham,NEW DEUS EX GAME COMIN EARLY NEXT YR
ham,COMPUTER FRIED ESSENTIAL PART KEEP SPARES FUCKING IDIOT ROOMMATES LOOOVVVE LEAVING THING RUNNING FULL LT GT 7
ham,FRIEND STUDYING WARWICK PLANNED GO SHOPPING CONCERT TMW MAY CANCELED HAVN SEEN AGES YEAH GET TOGETHER SOMETIME
ham,PROBABLY COUPLE HOURS TOPS
ham,LOL GRINS BABE THANKS THINKING
ham,MAN BUS SLOW THINK GONNA GET
ham,HOPE TEXT MEETS SMILING LET TEXT GIVE REASON SMILE BEAUTIFUL DAY
ham,CASE WAKE WONDERING FORGOT TAKE CARE SOMETHING GRANDMA TODAY DONE PARADE
ham,OK
spam,LATEST NOKIA MOBILE IPOD MP3 PLAYER 400 PROZE GUARANTEED REPLY WIN 83355 NORCORP LTD 1 50 MTMSGRCVD18
spam,SMS SERVICES INCLUSIVE TEXT CREDITS PLS GOTO WWW COMUK NET LOGIN 3QXJ9 UNSUBSCRIBE STOP EXTRA CHARGE HELP 08702840625 COMUK 220 CM2 9AE
ham,NVM TAKE UR TIME
ham,WAT DA DECISION
ham,WOT U 2 BITCH
ham,STUPID POSSIBLE
ham,TOLD HR WANT POSTING CHENNAI WORKING
spam,MOBILE CLUB CHOOSE TOP QUALITY ITEMS MOBILE 7CFCA1A
ham,GUYS LEAVING
ham,NEVA GRUMBLE SAD LOR HEE BUY TMR LOR AFT LUNCH STILL MEETIN 4 LUNCH TMR NEVA HEAR FR LEI GOT LOT WORK AR
ham,ABLE ANYTHING
ham,TAKIN LINEAR ALGEBRA TODAY
ham,WEEKEND FINE EXCUSE MUCH DECORATING
ham,SORRY MISSED BABE LATE SLEPT HOPE ENJOY DRIVING LESSON BOYTOY MISS TEASING KISS
ham,PROJECT PA COME
spam,MONEY WINING NUMBER 946 WOT NEXT
ham,SURE WHENEVER SHOW FUCK GT
ham,RANDOM SAW OLD ROOMATE CAMPUS GRADUATED
spam,CONGRATS 2 MOBILE 3G VIDEOPHONES R CALL 09061744553 VIDEOCHAT WID UR MATES PLAY JAVA GAMES DLOAD POLYH MUSIC NOLINE RENTL BX420 IP4 5WE 150PM
ham,MEN ALWAYS NEEDS BEAUTIFUL INTELLIGENT CARING LOVING ADJUSTABLE COOPERATIVE WIFE LAW ALLOWS ONE WIFE
ham,SUCKS GOT PLANNED YO VALENTINE YO VALENTINE
ham,GOT PART NOTTINGHAM 3 HRS 63MILES GOOD THING LOVE MAN MUCH 40MPH HEY HO
ham,THINK ONE SAYING CLEARLY OK LEAVE NEED ASK GO COME
ham,HI GOOD MORNIN THANKU WISH U
ham,U WANT 2 MEET 2MORRO
ham,ACTUALLY DECIDED HUNGRY LEFT YET V
ham,SENT PART
ham,COS SHOPPING WIF DARREN JUS N CALLED 2 ASK WAT PRESENT WAN LOR STARTED GUESSING WIF N FINALLY GUESSED DARREN LOR
spam,WANT COCK HUBBY AWAY NEED REAL MAN 2 SATISFY TXT WIFE 89938 STRINGS ACTION TXT STOP 2 END TXT REC 1 50EA OTBOX 731 LA1 7WS
ham,UNDERSTAND LOSS GAIN WORK SCHOOL
ham,U MISSED U HAVENT 2 MUCH BIT BORED HOLIDAY WANT 2 GO BAK 2 COLLEGE SAD ISNT XX
ham,HIYA PROBABLY COMING HOME WEEKEND NEXT
ham,FORGET THOUGH LOVE WALK BESIDE WATCHING KEEPING HEART WARM
ham,WISH THINGS DIFFERENT WONDER ABLE SHOW MUCH VALUE PLS CONTINUE BRISK WALKS DRUGS WITHOUT ASKIN PLEASE FIND THINGS LAUGH LOVE DEARLY
ham,OK DAYS MAKING DINNER TONITE INVITED
spam,GR8 NEW SERVICE LIVE SEX VIDEO CHAT MOB SEE SEXIEST DIRTIEST GIRLS LIVE UR PHONE 4 DETAILS TEXT HORNY 89070 CANCEL SEND STOP 89070
ham,MONEY 4 STEVE MATE
ham,IM LATE TELLMISS IM WAY
ham,NEVER BLAME DAY UR LIFE GOOD DAYS GIVE U HAPPINESS BAD DAYS GIVE U EXPERIENCE ESSENTIAL LIFE GODS BLESSINGS GOOD MORNING
ham,NORMALLY USE DRINK WATER DAILY
ham,DARE ASK LUCK SORTING CAR
ham,PARTY PLACE USF CHARGE CONTRIBUTE WAY GREATLY APPRECIATED YEAH GOT ROOM ONE
ham,URGH COACH HOT SMELLS CHIP FAT THANKS ESPECIALLY DUVET PREDICTIVE TEXT WORD
ham,HIYA LAST NIGHT NAUGHTY BOUGHT CLOTHES LITTLE READY SHOPPING THO KIND TIME WANNA MEET
spam,FREEMSG HI BABY WOW GOT NEW CAM MOBY WANNA C HOT PIC FANCY CHAT IM W8IN 4UTXT RPLY CHAT 82242 HLP 08712317606 MSG150P 2RCV
ham,TRYING REACH WITHOUT SUCCESS
ham,DEREK DONE CLASS
ham,NEVER LEI V LAZY GOT WAT DAT DAY SEND DA URL CANT WORK ONE
ham,NEVER TRY ALONE TAKE WEIGHT TEAR COMES UR HEART FALLS UR EYES ALWAYS REMEMBER STUPID FRIEND SHARE BSLVYL
ham,HEY MATE SPOKE MAG PEOPLE DELIVER END MONTH DELIVER 24TH SEPT TALK LATER
ham,HOPE GOOD WEEK CHECKING
ham,HAHA FRIEND TYLER LITERALLY ASKED COULD GET DUBSACK
ham,HEY U FANCY MEETIN 4 CHA HAV LIL BEVERAGE TXT RING MEET L8R QUITE TIRED GOT 3 V PIST LOVE PETE X X X
ham,GREAT SAFE TRIP DONT PANIC SURRENDER
ham,SYMPTOMS U LOVE 1 U LIKE LISTENING SONGS 2 U GET STOPPED U SEE NAME BELOVED 3 U GET ANGRY
ham,SUN AH THK MAYB DUN ANYTHIN THK BOOK E LESSON E PILATES ORCHARD MRT U NOE HOR
ham,TRY SOMETHING DEAR READ SOMETHING EXAMS
ham,7 WONDERS WORLD 7TH 6TH UR STYLE 5TH UR SMILE 4TH UR PERSONALITY 3RD UR NATURE 2ND UR SMS 1ST UR LOVELY FRIENDSHIP GOOD MORNING DEAR
ham,GETTIN RDY SHIP COMP
ham,HOSPITAL DA RETURN HOME EVENING
ham,PISS TALKING SOMEONE REALISE U POINT READ BACKWARDS
ham,THINK DA WIL
ham,AWAKE OH
ham,GOOD AFTERNOON BOYTOY GOES WALKING DAY GET POLICE ABSTRACT STILL WAKE MISS BABE
ham,MUCH U TRYING GET
ham,COME AROUND LT DECIMAL GT PM VIKKY OTSIDE NW IL COME THT TIME
ham,TELL ADDRESS
ham,HONEYBEE SAID SWEETEST WORLD GOD LAUGHED AMP SAID WAIT U HAVNT MET PERSON READING MSG MORAL EVEN GOD CRACK JOKES GM GN GE GN
ham,BUY BLACKBERRY BOLD 2 TORCH BUY NEW USED LET KNOW PLUS SAYING BUY LT GT G WIFI IPAD SAYING LT GT G
ham,TOGETHER THINKIN
ham,HIYA HOWS GOING SUNNY AFRICA HOPE U R AVIN GOOD TIME GIVE BIG OLD SILVER BACK BIG KISS
ham,TIME COME TOMORROW
spam,WANNA LAUGH TRY CHIT CHAT MOBILE LOGON TXTING WORD CHAT SEND 8883 CM PO BOX 4217 LONDON W1A 6ZF 16 118P MSG RCVD
ham,CHA QUITEAMUZING SCOOL BABE
ham,OMG U KNOW ATE
spam,URGENT 2ND ATTEMPT CONTACT U U 1000CALL 09071512432 B4 300603T CSBCM4235WC1N3XX CALLCOST150PPMMOBILESVARY MAX 7 50
ham,
ham,DIRECTLY BEHIND ABT 4 ROWS BEHIND
spam,CONGRATULATIONS UR AWARDED 500 CD VOUCHERS 125GIFT GUARANTEED FREE ENTRY 2 100 WKLY DRAW TXT MUSIC 87066
spam,CONTRACT MOBILE 11 MNTHS LATEST MOTOROLA NOKIA ETC FREE DOUBLE MINS TEXT ORANGE TARIFFS TEXT YES CALLBACK REMOVE RECORDS
spam,URGENT CALL 09066350750 LANDLINE COMPLIMENTARY 4 IBIZA HOLIDAY 10 000 CASH AWAIT COLLECTION SAE CS PO BOX 434 SK3 8WP 150 PPM 18
ham,PLANS YET
ham,HI ENGAGEMENT FIXD LT GT TH NEXT MONTH KNOW REALLY SHOCKING BT HMM NJAN VILIKKAM WS AL SUDN
ham,COURSE MATHS ONE DAY ONE CHAPTER ONE MONTH FINISH
ham,WOW THINK COMMON TAKE BACK UR FREAK UNLESS U CHOP
spam,UR CHANCE WIN 250 WKLY SHOPPING SPREE TXT SHOP 80878 C WWW TXT 2 SHOP COM CUSTCARE 08715705022 1X150P WK
ham,NOOOOOOOO PLEASE LAST THING NEED STRESS LIFE FAIR
spam,U SECRET ADMIRER LOOKING 2 MAKE CONTACT U FIND R REVEAL THINKS UR SPECIAL CALL 09065171142 STOPSMS 08718727870150PPM
spam,MILA AGE23 BLONDE NEW UK LOOK SEX UK GUYS U LIKE FUN TEXT MTALK 69866 18 30PP TXT 1ST 5FREE 1 50 INCREMENTS HELP08718728876
ham,SEE SWING BIT GOT THINGS TAKE CARE FIRSG
ham,WANTED WISH HAPPY NEW YEAR WANTED TALK LEGAL ADVICE GARY SPLIT PERSON MAKE TRIP PTBO HOPE EVERYTHING GOOD BABE LOVE YA
ham,FINISHED WORK YET SOMETHING
ham,TOMORROW GOING THEATRE COME WHEREVER U CALL TELL COME TOMORROW
spam,WELL DONE ENGLAND GET OFFICIAL POLY RINGTONE COLOUR FLAG YER MOBILE TEXT TONE FLAG 84199 OPT TXT ENG STOP BOX39822 W111WX 1 50
ham,RIGHT WASNT PHONED SOMEONE NUMBER LIKE
ham,OK WUN B ANGRY MSG U AFT COME HOME TONIGHT
ham,GOOD TIME NICE SOMETHING BIT DIFFERENT WEEKENDS CHANGE SEE YA SOON
ham,YO SORRY SHOWER SUP
ham,CARLOS PICK SWING USF LITTLE BIT
ham,FULL HEAT PA APPLYED OIL PA
ham,STUCK DA MIDDLE DA ROW DA RIGHT HAND SIDE DA LT
ham,LAID AIRTEL LINE REST
ham,HI U DECIDE WOT 2 GET 4 BDAY ILL PROB JUS GET VOUCHER FRM VIRGIN SUMFING
spam,FREEMSG TXT CALL 86888 CLAIM REWARD 3 HOURS TALK TIME USE PHONE SUBSCRIBE6GBP MNTH INC 3HRS 16 STOP TXTSTOP
ham,HEY J R U FEELING BETTER
ham,PLAN STAYING NIGHT PROLLY BACK TIL LATE
ham,THANX 4 PUTTIN DA FONE
ham,NEED 8TH CAMPUS ATM COULD PICK HOUR TWO
ham,OH HAHA DEN SHLD WENT TODAY GEE NVM LA KAIEZ DUN MIND GOIN JAZZ OSO SCARED HIPHOP OPEN CANT CATCH
ham,RUNNING MANAGED 5 MINUTES NEEDED OXYGEN MIGHT RESORT ROLLER OPTION
ham,LIVE NEXT LT GT MINS
ham,DE ASKING LIKE
ham,GLAD TALKING
ham,WAT TIME FINISH
ham,SORRY DA GONE MAD MANY PENDING WORKS
ham,MUCH GOT CLEANING
ham,HOWS FAVOURITE PERSON TODAY R U WORKIN HARD SLEEP LAST NITE NEARLY RANG U 4 30
spam,SUNSHINE QUIZ WIN SUPER SONY DVD RECORDER CANNAME CAPITAL AUSTRALIA TEXT MQUIZ 82277 B
ham,CALLED DAD OREDI
ham,GOOD THINK COULD SEND PIX WOULD LOVE SEE TOP BOTTOM
ham,NVM GOING WEAR SPORT SHOES ANYWAY GOING LATE LEH
ham,SORRY CALL LATER MEETING
ham,LONG FUCKIN SHOWR
ham,RECEIVED UNDERSTOOD N ACTED UPON
ham,FINALLY CAME FIX CEILING
ham,U NEED PRESNTS ALWAYS BCZ U CANT MIS LOVE JEEVITHATHILE IRULINAE NEEKUNNA PRAKASAMANU SNEHAM PRAKASAM ENNAL PRABHA MNS PRABHA LOVE GOT DONT MIS
ham,JUS FINISH BLOWING HAIR U FINISH DINNER ALREADY
ham,BUS LOVE
ham,LOL KNEW SAW DOLLAR STORE
spam,PLEASE CALL CUSTOMER SERVICE REPRESENTATIVE 0800 169 6031 10AM 9PM GUARANTEED 1000 CASH 5000 PRIZE
spam,TODAYS VODA NUMBERS ENDING 7634 SELECTED RECEIVE 350 REWARD MATCH PLEASE CALL 08712300220 QUOTING CLAIM CODE 7684 STANDARD RATES APPLY
ham,SATURDAY SUNDAY HOLIDAY DIFFICULT
ham,EVERYBODY FUN EVENING MISS
ham,GOT HELLA GAS MONEY WANT GO GRAND NATURE ADVENTURE GALILEO LITTLE BIT
ham,MEETING CALL LATER
ham,OH WOW THATS GAY FIRMWARE UPDATE HELP
ham,MOVE MORPHINE
ham,COME DIN C YUP CUT HAIR
ham,K K PA LUNCH AHA
ham,OH HO FIRST TIME U USE TYPE WORDS
ham,CAPTAIN VIJAYKANTH COMEDY CAPTAIN TV DRUNKEN
ham,COURSE GUESS GOD GOT HOLD RIGHT
ham,HIDE ANYTHIING KEEPING DISTANCE
ham,HAVENT
spam,RIPPED GET MOBILE CONTENT WWW CLUBMOBY COM CALL 08717509990 POLY TRUE PIX RINGTONES GAMES SIX DOWNLOADS 3
ham,SORRY DIN LOCK KEYPAD
ham,U GOT PERSONS STORY
ham,PLANNING COME CHENNAI
spam,TRIED CONTACT REPLY OFFER VIDEO PHONE 750 ANYTIME NETWORK MINS HALF PRICE LINE RENTAL CAMCORDER REPLY CALL 08000930705
ham,GOD CREATED GAP BTWN UR FINGERS DAT SUM1 VRY SPECIAL FILL GAPS HOLDING UR HANDS PLZ DONT ASK CREATED MUCH GAP LEGS
ham,OKAY GOING SLEEP LATER
ham,PLEASE PROTECT E THREATS SIB NEVER ASKS SENSITIVE INFORMATION LIKE PASSWORDS ATM SMS PIN THRU EMAIL NEVER SHARE PASSWORD ANYBODY
ham,FINALLY HAPPENED AFTR DECADES BEER CHEAPER PETROL GOVERMENT EXPECTS US DRINK DRIVE
spam,400 XMAS REWARD WAITING COMPUTER RANDOMLY PICKED LOYAL MOBILE CUSTOMERS RECEIVE 400 REWARD CALL 09066380611
ham,R E MEETING TMR
ham,LOL YES ADD SPICE DAY
ham,HOPE GREAT DAY
ham,PRASANTH ETTANS MOTHER PASSED AWAY LAST NIGHT PRAY FAMILY
ham,K WORK SOMETHING
spam,PRIVATE 2003 ACCOUNT STATEMENT SHOWS 800 UN REDEEMED POINTS CALL 08718738002 IDENTIFIER CODE 48922 EXPIRES 21 11 04
ham,MESSAGE GREAT DOCTOR INDIA 1 DRINK APPY FIZZ CONTAINS CANCER CAUSING AGE
ham,CANT PICK PHONE RIGHT PLS SEND MESSAGE
ham,CALL TELL INFRONT CALL
ham,OK PROB
ham,LADIES FIRST GENUS SECOND K
ham,YES PLEASE SWIMMING
ham,MUM GOING ROBINSON ALREADY
ham,OK SET LET U NOE E DETAILS LATER
ham,TEL SOFTWARE NAME
ham,SEND PRINT OUTS DA
ham,IM REALY SOZ IMAT MUMS 2NITE 2MORO
ham,BORN GOD SAID OH ANOTHER IDIOT BORN
ham,DIDNT GET UR FULL MSG SOMETEXT MISSING SEND
ham,PROBABLY ALMOST GAS GET CASH TOMORROW
spam,CUSTOMER SERVICE ANNOUNCEMENT RECENTLY TRIED MAKE DELIVERY UNABLE PLEASE CALL 07099833605 SCHEDULE REF 9280114
ham,FORGOT 2 ASK SMTH CARD DA PRESENT LEI WANT 2 WRITE SMTH SIGN
ham,LEAVING HOUSE
spam,HI BABE CHLOE R U SMASHED SATURDAY NIGHT GREAT WEEKEND U MISSING SP VISIONSMS COM TEXT STOP STOP 150P TEXT
ham,READY CALL
ham,WEWA 130 IRIVER 255 128 MB
ham,GOOD THING GETTING CONNECTION BW
ham,SRY DA JST NW CAME HOME
ham,COOL NIGHT LEMME KNOW AROUND
ham,STAYING TOWN
ham,HAHA YEAH 2 OZ KIND SHITLOAD
ham,OK U TAKE SHOPPING U GET PAID
ham,LIFE MEANS LOT LOVE LIFE LOVE PEOPLE LIFE WORLD CALLS FRIENDS CALL WORLD GE
ham,ALRIGHT BRING SEE LIKE LT GT MINS
ham,PLS DONT PLAY OTHERS LIFE
ham,EATIN LUNCH
ham,HMMM GIVE ONE DAY
ham,TRY G DECIDED HEAD
ham,OK PROB
ham,SURLY ILL GIVE COMING REVIEW
ham,MARCH ENDING READY CALL SURE PROBLEM CAPITAL NEVER COMPLETE FAR WORK LADIES
ham,TESSY PLS FAVOR PLS CONVEY BIRTHDAY WISHES NIMYA PLS DNT FORGET TODAY BIRTHDAY SHIJAS
ham,PLS GIVE FOOD PREFERABLY PAP SLOWLY LOADS SUGAR TAKE HOUR GIVE WATER SLOWLY
spam,URGENT MOBILE 07808726822 AWARDED 2 000 BONUS CALLER PRIZE 02 09 03 2ND ATTEMPT CONTACT CALL 0871 872 9758 BOX95QU
ham,GUY GETS USED DUMB REALIZE
ham,OKEY DOKEY BIT SORTING STUFF
ham,DA WHATS PLAN
ham,YES FINE
spam,WIN WINNER MR FOLEY IPOD EXCITING PRIZES SOON KEEP EYE UR MOBILE VISIT WWW WIN 82050 CO UK
ham,LIKED NEW MOBILE
ham,ANYTIME
ham,MMMMMMM SNUGGLES DEEP CONTENTED SIGH WHISPERS FUCKING LOVE MUCH BARELY STAND
ham,YAR SAY GOT ERROR
ham,HEY ANYWAY
ham,WOW HEALTHY OLD AIRPORT RD LOR CANT THK ANYTHING ELSE B BATHING DOG LATER
ham,WIF FAMILY BOOKING TOUR PACKAGE
ham,SAY BOLD TORCH LATER ONE TORCH 2BOLD
ham,HAHA AWESOME MIGHT NEED TAKE DOIN TONIGHT
ham,YA KNW U VL GIV OK THANKS KANO ANYWAY ENJOY WIT UR FAMILY WIT 1ST SALARY
ham,HUH SLOW TOT U REACH LONG AGO LIAO U 2 DAYS 4 LEH
ham,THATS COOL PRINCESS COVER FACE HOT STICKY CUM
ham,BIG BROTHER REALLY SCRAPED BARREL SHOWER SOCIAL MISFITS
ham,OOPS THK DUN HAF ENUFF GO CHECK TELL
ham,8 MIN GO LUNCH
ham,HEY HAPPENED U SWITCH UR CELL WHOLE DAY ISNT GOOD U CARE GIVE CALL TOMORROW
ham,K ADDIE AMP ART GET HOME
ham,UNCLES ATLANTA WISH GUYS GREAT SEMESTER
ham,AIYO LESSON EARLY STILL SLEEPIN HAHA OKIE U GO HOME LIAO DEN CONFIRM W LOR
ham,FORGOT TELL SMTH LIKE NUMBER SECTIONS CLEARER
ham,YUP ANYTHING LOR U DUN WAN OK
ham,HOME LOVE STILL AWAKE LOVING KISS
ham,HELLO PEACH CAKE TASTS LUSH
spam,FREE GAME GET RAYMAN GOLF 4 FREE O2 GAMES ARCADE 1ST GET UR GAMES SETTINGS REPLY POST SAVE ACTIV8 PRESS 0 KEY ARCADE TERMSAPPLY
ham,MINOR SHINDIG PLACE LATER TONIGHT INTERESTED
ham,JASON SAYS COOL PICK PLACE LIKE HOUR
spam,MOBILE 10 MTHS UPDATE LATEST CAMERA VIDEO PHONES FREE KEEP UR NUMBER GET EXTRA FREE MINS TEXTS TEXT YES CALL
ham,CAREER TEL ADDED U CONTACT INDYAROCKS COM SEND FREE SMS REMOVE PHONEBOOK SMS LT GT
ham,REACHED ALREADY
ham,DONT KNOW ASK BROTHER NOTHING PROBLEM THING TOLD
ham,K ENG ROCKING ASHES
ham,WAT TIME R GOING XIN HOSTEL
ham,GOOD MORNING DEAR SHIJUTTA GREAT AMP SUCCESSFUL DAY
spam,BUY SPACE INVADERS 4 CHANCE 2 WIN ORIG ARCADE GAME CONSOLE PRESS 0 GAMES ARCADE STD WAP CHARGE SEE O2 CO UK GAMES 4 TERMS SETTINGS PURCHASE
ham,OH K PLACEMENT AH
ham,POSSESSION ESPECIALLY FIRST OFFENSE
ham,NT DRIVING EVEN MANY REASONS CALLED BBD THTS CHIKKU HW ABT DVG COLD HEARD THT VINOBANAGAR VIOLENCE HW CONDITION HW RU PROBLEM
ham,BOUGHT TEST YESTERDAY SOMETHING LETS KNOW EXACT DAY U OVULATE GET 2U 2 3WKS PLS PLS DONT FRET KNOW U R WORRIED PLS RELAX ALSO ANYTHING UR PAST HISTORY U NEED TELL
ham,PIZZA U WANT
ham,KEEP SEEING WEIRD SHIT BEIN WOAH REALISING ACTUALLY REASONABLE OH
ham,MANY HAPPY RETURNS DAY WISH HAPPY BIRTHDAY
ham,YA NICE READY THURSDAY
ham,HOSPITAL DA RETURN HOME EVENING
ham,THINKING U X
spam,CAMERA AWARDED SIPIX DIGITAL CAMERA CALL 09061221066 FROMM LANDLINE DELIVERY WITHIN 28 DAYS
ham,ORH TOT U SAY STILL DUN BELIEVE
ham,PUT SIGN CHOOSE NUMBER PIN SHOW RIGHT
ham,BEAUTY LIFE NEXT SECOND HIDES THOUSANDS SECRETS WISH EVERY SECOND WONDERFUL UR LIFE GUD N8
ham,THANX U DARLIN IM COOL THANX BDAY DRINKS 2 NITE 2MORROW TAKE CARE C U SOON XXX
ham,STILL MAYBE LEAVE CREDIT CARD GET GAS GET BACK LIKE TOLD
spam,WEEKLY COOL MOB TONES READY DOWNLOAD WEEKS NEW TONES INCLUDE 1 CRAZY FROG AXEL F 2 AKON LONELY 3 BLACK EYED DONT P INFO N
ham,WELL BOY GLAD G WASTED NIGHT APPLEBEES NOTHING
spam,CASHBIN CO UK GET LOTS CASH WEEKEND WWW CASHBIN CO UK DEAR WELCOME WEEKEND GOT BIGGEST BEST EVER CASH GIVE AWAY
ham,OK LOR U WAN GO LOOK 4 U
ham,U WAN 2 HAF LUNCH DA CANTEEN
ham,MAKE LIFE STRESSFULL ALWAYS FIND TIME LAUGH MAY ADD YEARS LIFE SURELY ADDS LIFE UR YEARS GUD NI8 SWT DREAMS
ham,HEY LOOKS LIKE WRONG ONE KAPPA GUYS NUMBERS STILL PHONE WANT TEXT SEE AROUND
spam,URGENT MOBILE NUMBER AWARDED 2000 PRIZE GUARANTEED CALL 09061790121 LAND LINE CLAIM 3030 VALID 12HRS 150PPM
spam,THANKS 4 CONTINUED SUPPORT QUESTION WEEK ENTER U IN2 DRAW 4 100 CASH NAME NEW US PRESIDENT TXT ANS 80082
ham,HOME DOC GAVE PAIN MEDS SAYS EVERYTHING FINE
ham,$140 ARD REST ARD $180 LEAST PRICE 4 2 BEDRM $900
ham,LOVELY NIGHT XXX
ham,PREPARE PLEASURED
ham,HI TECHNICAL SUPPORT PROVIDING ASSISTANCE US CUSTOMER CALL EMAIL
ham,TEXT WAY CUP STOP WORK BUS
ham,WHENS RADIO SHOW
spam,UNIQUE USER ID 1172 REMOVAL SEND STOP 87239 CUSTOMER SERVICES 08708034412
ham,SURE STILL AVAILABLE THOUGH
ham,WATEVER RELATION U BUILT DIS WORLD THING REMAINS ATLAST IZ LONLINES LOTZ N LOT MEMORIES FEELING
ham,CHEERS LOU YEAH GOODNITE SHAME U NEVA CAME C YA GAILXX
ham,HI GOT MONEY DA
ham,HI MOBILE LT GT ADDED CONTACT LIST WWW FULLONSMS COM GREAT PLACE SEND FREE SMS PEOPLE VISIT FULLONSMS COM
ham,OK U TELL WAT TIME U COMING LATER LOR
ham,U REPEAT E INSTRUCTIONS WAT E ROAD NAME UR HOUSE
ham,MANY PEOPLE SEEMS SPECIAL FIRST SIGHT REMAIN SPECIAL TILL LAST SIGHT MAINTAIN TILL LIFE ENDS SH JAS
ham,QUITE LOR DUN TELL WAIT GET COMPLACENT
ham,SORRY COMPLETELY FORGOT POP EM ROUND WEEK STILL
ham,U R BEAUTIFUL GIRL IVE EVER SEEN U R BABY COME C COMMON ROOM
ham,CANT SEE JOIN DENIS MINA DENIS WANT ALONE TIME
ham,SEN TOLD GOING JOIN UNCLE FINANCE CBE
ham,YUP HEY ONE DAY FRI ASK MIWA JIAYIN TAKE LEAVE GO KARAOKE
ham,CALL SENTHIL HSBC
ham,ESPECIALLY SINCE TALK BOSTON PERSONAL STATEMENT LOL WOULDA CHANGED REALIZED SAID NYC SAYS BOSTON
ham,INDEED WAY EITHER
spam,URGENT CALL 09066649731FROM LANDLINE COMPLIMENTARY 4 IBIZA HOLIDAY 10 000 CASH AWAIT COLLECTION SAE CS PO BOX 434 SK3 8WP 150PPM 18
ham,HOLY LIVING CHRIST TAKING LONG
ham,THK WAT EAT TONIGHT
ham,THANX YUP COMING BACK SUN FINISH DINNER GOING BACK 2 HOTEL TIME FLIES TOG 4 EXACTLY MTH TODAY HOPE HAF MANY MTHS COME
ham,OPPOSITE SIDE DROPPED
ham,YUP IZZIT STILL RAINING HEAVILY COS E MRT C OUTSIDE
ham,SEND RESUME
ham,GD LUCK 4 UR EXAMS
ham,U ASK NEXT SAT MAKE OK LOR
ham,SORRY UNCLE KEEP TOUCH
ham,SAW GUYS DOLLS LAST NIGHT PATRICK SWAYZE GREAT
spam,URGENT 2ND ATTEMPT CONTACT U 900 PRIZE YESTERDAY STILL AWAITING COLLECTION CLAIM CALL 09061702893
spam,SANTA CALLING WOULD LITTLE ONES LIKE CALL SANTA XMAS EVE CALL 09077818151 BOOK TIME CALLS1 50PPM LAST 3MINS 30S C WWW SANTACALLING COM
ham,COME HOME WANT U MISERABLE
ham,DONT KNOW GETTING MESSAGES
ham,COOL TYLER TAKE GONNA BUY DROP PLACE LATER TONIGHT TOTAL ORDER QUARTER GOT ENOUGH
ham,GUY CAR SHOP FLIRTING GOT PHONE NUMBER PAPERWORK CALLED TEXTED NERVOUS COURSE MAY ADDRESS CALL BOSS TELL KNOWING MAY GET FIRED
ham,REVERSE CHEATING MATHEMATICS
ham,PLAN MANAGE
ham,ER HELLO THINGS QUITE GO PLAN LIMPING SLOWLY HOME FOLLOWED AA EXHAUST HANGING
ham,SORRY DELAY YES MASTERS
ham,CALL U FINISH COME N PICK U
spam,PRIVATE 2004 ACCOUNT STATEMENT 078498 7 SHOWS 786 UNREDEEMED BONUS POINTS CLAIM CALL 08719180219 IDENTIFIER CODE 45239 EXPIRES 06 05 05
ham,OGA LEFT PHONE HOME SAW UR MESSAGES HOPE GOOD GREAT WEEKEND
ham,WORRY THOUGH UNDERSTAND IMPORTANT PUT PLACE POORLY THOUGHT PUNISHMENT FACE WORST THING EVER HAPPENED BRB GONNA GO KILL
ham,HONEY PLS FIND MUCH SELL PREDICTE NIGERIA MANY TIMES USED IMPORTANT REPLY MONDAY
